ID_juntos;ID;Provincia;Enclave;COSERID;Ejemplo;Preposicion_anterior;Forma;Preposicion_de;Definitud_termino;Termino_tipo;Verbo;Observaciones;Búsqueda
31;108;Guadalajara;Canredondo;1902;"I1 : Mujeres no, no venía nadie.  E2 : Claro.  I1 : Así que na.  E1 : Claro, las mujeres se quedaban cuidando a los hijos y eso, ¿no?  I1 : Pues yo qué sé. [HS:I2 [A-Inn]] Mira, pues oye, me recuerdo de una cosa de un señor que… entoces estaba yo cla- | en ca mi padre, y se vino aquí a trabajar. Y el día venticinco, que es fiesta, el día de Santiago, pues na más iban un rato por la mañana y ya estábamos tos en casa y, los que tenías, pues y s- | y le… | fue aquel día, le escribió a su familia, y era muy cerca, de cerca de… me parece que era de Millana o no sé de dónde. ¿No lo sabes, eso, a que no? Cuando llegó la carta, pues entonces supieron, se murió su ma- | su mujer, con niños y todo, [NP]. Cuando vino un día de segar por la noche y leyó la carta… Ay, lo tengo siempre, ay, que lloros, ay, que lloros, pobrecico. De eso me recuerdo mucho, pues no ves, como no había teléfono, se iban de casa, decían: ""Nos vamos pa la sierra…"". Este es el primer pueblo de la sierra, pero…, [R-Inf] pero claro, como no había medios de comunicación…, pues nada.  E2 : Claro, era más…  I1 : Sí, y ahora el teléfono es lo | es muy importante, [HS:E2 Claro, ahora ha cambiado.] muy importante. Claro. ";en;ca;no;definido;parentesco;estado;;ca
32;111;Guadalajara;Canredondo;1902;I1 : Mira, para decir mejor, el día que cocían el pan.  I2 : No, tres días antes iban a cazar, [NP].  I1 : Pos mira, el día del pan, el jueves por la noche se cocía el pan, amanecías el domingo y ese día ya te daban un desayuno en ca la novia y lo | la gente joven se iba a cazar: perdices… y cosas que entonces había muchas.  E1 : Claro, eso era típico.  E2 : [V-Sml] Para el día de la boda. ;en;ca;no;definido;otro;estado;;ca
33;114;Guadalajara;Canredondo;1902;E1 : |T14| Y la noche de bodas ¿sería algo parecido?, ¿iban a asustar a…, al que se casaba o… a molestarlo? [HS:I1 Uy, madre de mis ojos.] ¿Qué hacían?  I1 : [P-Enf: Uy, madre mía, anda,] [HS:E2 ¿Qué les pasaba?] que yo me vi mal. Bueno, pa meterme a… por… [A-Inn]. Eso era un poco, sí, sí.  E1 : ¿Qué pasó?  I1 : Pues nada, pues que van con | no te dejaban irte a la cama. [RISA] [A-Inn] Sí…, fuimos corriendo a en ca mi hermana, desde mi casa total, pero madre mía, te, te… Si estabas en el baile tenía que haber un despiste [R-Inf] y sin que se dieran cuenta escapate que si no ya estaban y al otro día te llevaban… Eso no te lo he contao, lo más bonito.  E1 : Ah, pues venga. Ahora [A-Inn].  I1 : Al otro día te llevaban… a montase una mula, a lavate a la huerta. ;a en;ca;no;definido;parentesco;movimiento;;ca
34;359;Huelva;Villablanca;2120;"I1 : ¡Uy! Los caballos le gusta a ella como... E3 : ¿Sí? I1 : Yo que sé lo de trajes de gitana que tiene y se está haciendo dos trajes de gitana; la abuela se lo está haciendo. E2 : ¡Ah! Usted. I1 :  Yo no, la otra abuela. Yo no..., no sé y que no puedo con... Tú mira, vendo Avon, trabajo Christian Lay, los..., las niñas... Tengo cuatro hijas, una está en Sevilla, la he llamado ahora; cuando estuvimos almorzando, la llamao. Esa viene a lo mejó a trabajá ya mismo pa acá. Esta, la madre está trabajando y tiene dos más pequeños: una de ocho años y un niño de cuatro. A medio día, las dos, ¿a dónde va almorzar la niña? en ca la abuela. De..., lleva cinco años trabajando y cinco años que lleva comiendo aquí diariamente. La madre, cuando viene a las tres, recoge a los otros de la [OTRAS-EM]..., uno del come-..., los dos del comedó, porque están tos los dos en colegio ya, y se viene pa acá y yo le dejo..., si es puchero, le dejo a ella que lo prepare ella o, si es patata con carne, ya ella se lo come. [HCruz: ¿Qué ha pasao [NP]?]  I2 : [HCruz: Que [A-Inn] [HS:I1: Que...] las botas de mi tía [NP] [A-Inn]. Las botas ¿ánde las tiene mi tía guardás?]  I1 : [HCruz: La..., en el cuarto de abuela [NP] me parece que hay botas camperas allí en una caja. [HS:I2: ¿Ánde está?] Al lao del baú hay una caja me parece que tiene botas ¡eh! Di qué ha pasao con la ambulancia y eso.] ";en;ca;no;definido;parentesco;ambiguo;;ca
35;360;Huelva;Villablanca;2120;"I1 : Unos cojines que hay para que no se pique y demás, y pa las veinticuatro horas. Son de esponja y tienen su forro plastificao, y su cajita y todo; [OTRAS-EM] viene con las astruciones pa podelo lavá la funda y to. Y entonces, cuando tiene que í al cuarto de baño, pos hay que pasala de la silla que está ella sentá a la silla de ruedas. Y pa llevala a la habitación lo mismo. E3 : ¿Pero ella no tiene ninguna movilidad? I1 :  ¿Mi madre? En las piernas, pero la cabeza la tiene, con ochenta y seis años, como un reló. [HS:E1: [Asent].] Si estuviera ella aquí, pos contaba toas estas cosas que vos estoy yo diciendo iguá, porque ella iba conmigo aquí, en ca [NP], a preparale la matanza; en ca esta vecina, que la hija tambié es maestra escuela. [HS:E1: [Asent].] [Rndo: Aquí hay muchos maestros,] [HS:E1: Sí, sí, es verdad.] [HS:E3: [A-Inn] Me encanta] hay muchos maestros.  E3 : maestro escuela, que hace mucho que no se oye. I1 : Tengo otro primo hermano en Sevilla, que tambié... es maestro escuela; es de aquí, pero está en Olivares casao con una... Vino ella aquí a dá clases a hacé..., a Castillejos y él tambié estaba allí, se enamoraron y se casaron. La niña tiene veintidós años, con la carrera ya terminá y el niño está tambié a punto ya de caramelo. Los dos tienen ya el carné de coche tambié; así que... <br><hr color='ligth blue' width=80% size=1><br><p class='provincia'>Málaga (1 resultados totales)</p><br><p class='enclave'";en;ca;no;NP;NP;movimiento;;ca
36;361;Huelva;Villablanca;2120;"I1 : Unos cojines que hay para que no se pique y demás, y pa las veinticuatro horas. Son de esponja y tienen su forro plastificao, y su cajita y todo; [OTRAS-EM] viene con las astruciones pa podelo lavá la funda y to. Y entonces, cuando tiene que í al cuarto de baño, pos hay que pasala de la silla que está ella sentá a la silla de ruedas. Y pa llevala a la habitación lo mismo. E3 : ¿Pero ella no tiene ninguna movilidad? I1 :  ¿Mi madre? En las piernas, pero la cabeza la tiene, con ochenta y seis años, como un reló. [HS:E1: [Asent].] Si estuviera ella aquí, pos contaba toas estas cosas que vos estoy yo diciendo iguá, porque ella iba conmigo aquí, en ca [NP], a preparale la matanza; en ca esta vecina, que la hija tambié es maestra escuela. [HS:E1: [Asent].] [Rndo: Aquí hay muchos maestros,] [HS:E1: Sí, sí, es verdad.] [HS:E3: [A-Inn] Me encanta] hay muchos maestros.  E3 : maestro escuela, que hace mucho que no se oye. I1 : Tengo otro primo hermano en Sevilla, que tambié... es maestro escuela; es de aquí, pero está en Olivares casao con una... Vino ella aquí a dá clases a hacé..., a Castillejos y él tambié estaba allí, se enamoraron y se casaron. La niña tiene veintidós años, con la carrera ya terminá y el niño está tambié a punto ya de caramelo. Los dos tienen ya el carné de coche tambié; así que... ";en;ca;no;definido;otro;movimiento;;ca
37;369;Huelva;Villablanca;2120;"I1 :  ¡Buof!, pues el último robo fue el miércoles cuando estábamos barriendo y sospeché yo, se lo dije a mi compañera, digo: «Aquí ha pasao algo en este barrio», me dice «¿Por qué?», digo «Porque tú no ves que..."". Porque llevaba yo una botellita de agua y se me había terminao el agua y pegue... ---porque vive allí abajo en la barriada, pero tiene la familia aquí frente y su ca-..., otra casa que tiene aquí tambié--- y con el palo del cepillo le pegue yo así en la puerta y no salió nadie. Porque es una...--- la hija es familia del niño este que murió tambié---, la hija, el marido y un niño que tiene de diez años y la madre que tiene ochenta y seis años; y cuando la... La hija trabaja en el comedó de la..., de la escuela y, claro, eran las cuatro, digo: ""Todavía estará la hija en el comedó, la..., el niño está en multideporte ---que el fútbol también nos caía allí mismo--- y el marido estará a lo mejó trabajando en el campo, la abuela estará acostá la siesta"", pensé yo pa mí. Na, seguimos un poco hacia adelante cuando veo yo el coche y digo: «Ya vienen ahí la [NP], voy a decile que me eche agua en la botella». Y entonces me dijo que..., que estaba la madre allí sola en casa y llegaron los rumanos gitanos y le dijeron [HS:E3: No, esos son muy peligrosos.] que le..., que iban a cogé lo que había allí y le dice: «¿Y quién te lo ha dicho? ¿[NP]?» ---la poca ignorancia de la señora de ochenta y seis años de decile--- , ¿quién te lo ha dicho? ¿[NP]?», se lo repitió otra vez y le dijeron ellos que sí como... dice: ""Pues si nos está diciendo que el [NP], pues le decimos que sí"". Y cogieron y eran cosas de ferralla, de hierros y eso y lo cargaron en el coche y se lo llevaron. Después ya empezó a pensá que cómo era que el yerno le iba a decí, que aquello lo quería él vendé, porque lleva mucho tiempo sin trabajá ---y ahora es cuando ha empezao a trabajá---, lo quería vendé pa la chatarra y demás. Y se fue an ca una vecina y se lo comentó, y la vecina cogió y llamó a la hija, la hija llamó al marido y salieron con el coche, llamaron a la policía y fue un... de seguida en la barriada de m-..., de mi niña esta que vino pa acá.";an;ca;no;indefinido;otro;movimiento;;ca
38;145;Madrid;Humanes de Madrid;2907;" E1 : No. [HS:E2 No.] Las cintas las has cogido, ¿verdad?  I1 : Bueno, si os dejáis algo aquí está en la casa.  I2 : Una vez vino tu prima la de la [NP] con el marido y se dejó en mi casa una chaqueta. Yo que no llegaron a la casa cuando vinieron otra vez los dos a por la chaqueta. [RISAS] Decía el marido: ""Parece que t'has dejao un ejemplar en ca [NP]. Si están aquí segura"". Digo: ""Uy, mira dónde está la chaqueta"". La muchacha claro, de la [NP].  E1 : [Asent]  I2 : Es tu prima, ¿no?  E1 : Sí.  I1 : Pasa…, pasa.  E1 : Pasa tú, [NP].  I1 : Pasa tú, pasa…, pasa. Pasad vosotras. Que yo tardo tres horas. [A-Crt] [V-Ljn] ";en;ca;no;NP;NP;estado;;ca
39;140;Madrid;Valdilecha;2915;" I1 : Hacían una pleita [HS:E1 [Asent]] y ahora se hacen los quesos en un lata donde antes de empezar saben que sale un queso con tres kilos.  E1 : Ya.  I1 : Pero entonces no. Se hacía una pleita y como aquello se cuajaba, [HS:E1 [Asent]] pues iban echando, iban apretando así, las mujeres apretando y se le ponía un peso, [HS:E1 [Asent]] una cosa así encima [G-Mst] y un peso, y a base de echarle más y salía un líquido que era el suero, que era como si dijéramos ahora la leche desnatada, ¿sabes?  E1 : Ya.  I1 : Que era suero, que eso se vendía o bien pa cebá animales, y hasta inclusive, como se vivía tan mal, y eso era una cosa muy barata, pues llegaba a lo mejor una mujer que tenía tres o cuatro chicos [HS:E1 [Asent]] y decía: ""Anda, hijo, vete en ca tía Fulana"", [HS:E1 [Asent]] que era la que hacía el queso, ""y di que te de quince céntimos de suero"", [HS:E1 [Asent]] quince céntimos de suero a lo mejor eran dos litros y su madre lo cocía con pan y cosas de esas, y así hacían la comida.  E1 : [Asent] [V-Ljn]  I1 : Porque entonces yo siendo chico me acuerdo, yo me crié bien pero..., pero yo oía que entonces se pasaba mucho hambre.  E1 : Claro.  I1 : Pero mucho hambre, [V-Ljn] [HS:E1 [Asent]] con un espíritu de sacrificio y una ilusión que tenía la gente, [HS:E1 [Asent]] que hoy es increíble. ";en;ca;no;tía + NP;NP;movimiento;;ca
40;348;Málaga;Álora;3004;"I1 : Al cura había que [RISAS]... Los curas dan menos que un macho a medias, ¡eh! [RISAS]  E1 : |T10|¿Mandaban mucho los curas [HS:I1: Los curas mandaban mucho,] en esos tiempos? I1 :  claro que sí. Y cuando no iba uno a rezá le daban leña. [HS:E1: [Asent].] [Asent]., sí... A mí no, a mí no me dieron leña nunca, pero a un hermano mío, que era más pequeño que yo, dos años más chico que yo, tenía que ir to los días a ca el cura a rezá y a aprendé a rezá y eso.  E1 : ¿Y por qué? I1 : Porque él lo mandaba. Y alguna vez no iba y le daba leña, y le daba leña, digo: ""¿Por qué es obligao uno de ir tampoco? Si no ha ido un día porque no ha podío o por lo que sea, ¿por qué le tienes que pegá?"" Pues le pegaba, con un palo le pegaba asín en la cabeza y la almohá tambié pegaba; [RISAS] con el palito, aquella reglita que tenía. Sí. E1 : ¿Y en la iglesia se ponían los hombres a un lao y las mujeres a otro? ¿o no? ";a;ca;no;definido;otro;movimiento;;ca
41;349;Murcia;Doña Inés (Lorca);3106;"I1 : Que había que miralos a la fuerza, había. [HS:E1: [Asent].] No es como ahora que..., pos no te quieres vé, entonces no. Si fuera hoy, si el padre decía por aquí, por aquí. E1 : Y el de usted era muy... I1 :  [Asent]. Sí, sí, es por aquí. Nosotros to las mañanas, ¿eh?, antes de inos a trabajar por ahí, pero ya casaos y to, íamos a ca el padre toas las mañanas, de allí salíamos despidíos: «¿Tú, ánde vas?», «Pos yo a tal sitio», «¿Tú?», ""Entón, yo a tal sitio"", así. To las mañanas íamos a ca el padre y de ahí salíamos ya pa..., cada un [A-PIn: usía] su trabajo, sí, pero casaos, ¡eh! Sí, sí.  E1 : Como para pedirle su... I1 : Pos na, pos nos juntábamos allí no por..., por pedile, porque tenemos esa costumbre. To las mañanas juntanos allá a [A-PIn: ca] el padre y ya está. [Asent]. ";a;ca;no;definido;parentesco;movimiento;;ca
42;350;Murcia;Doña Inés (Lorca);3106;"I1 : Que había que miralos a la fuerza, había. [HS:E1: [Asent].] No es como ahora que..., pos no te quieres vé, entonces no. Si fuera hoy, si el padre decía por aquí, por aquí. E1 : Y el de usted era muy... I1 :  [Asent]. Sí, sí, es por aquí. Nosotros to las mañanas, ¿eh?, antes de inos a trabajar por ahí, pero ya casaos y to, íamos a ca el padre toas las mañanas, de allí salíamos despidíos: «¿Tú, ánde vas?», «Pos yo a tal sitio», «¿Tú?», ""Entón, yo a tal sitio"", así. To las mañanas íamos a ca el padre y de ahí salíamos ya pa..., cada un [A-PIn: usía] su trabajo, sí, pero casaos, ¡eh! Sí, sí.  E1 : Como para pedirle su... I1 : Pos na, pos nos juntábamos allí no por..., por pedile, porque tenemos esa costumbre. To las mañanas juntanos allá a [A-PIn: ca] el padre y ya está. [Asent]. ";a;ca;no;definido;parentesco;movimiento;;ca
43;351;Murcia;Doña Inés (Lorca);3106;"I1 : Pos na, pos nos juntábamos allí no por..., por pedile, porque tenemos esa costumbre. To las mañanas juntanos allá a [A-PIn: ca] el padre y ya está. [Asent]. E1 : ¿Por respeto del...? I1 :  Por respeto del padre, sí, desde luego. [HS:E1: [Asent].] [OTRAS-EM] [A-PIn: Ale adiós,] entonces si alguno..., sie-, siempre ha habío algún, alguno un poco, un poco bronco: [HS:E1:[Asent].] ""Ale tira, late..., ya vendrás"". No, joé, que si iba, mañana o pasao o al otro iba a ca el padre otra vez con las orejas amagás [HS:E1: [RISAS].] [RISAS]. No, no, entonces él: ""Qué lástima, [A-PIn: qué vamos a hacé]"". Entonces sí, sí, no es como ahora que, que es ¡arg! Yo siento por ahí algunos que..., que les dicen a los padres perrerías.  E1 : Y les hablan mal. I1 : ¡Va! Hablan mal eso, mucho mal algunos. Ahora... Entonces no, entonces una palabra mal [A-Inn] no la podías a un padre di-, dicísela, no [OTRAS-EM]. Ya lo creo. <br><hr color='ligth blue' width=80% size=1><br><p class='provincia'>Sevilla (1 resultados totales)</p><br><p class='enclave'";a;ca;no;definido;parentesco;movimiento;;ca
44;362;Murcia;Palacios Blancos (Lorquí);3111;E2 : La pobre mujer no tenía. I2 : [Rndo: No me dio perras ni na]. Dice: «Toma, que no te lo vean los demás». I1 :  Yo hice la comunión de blanco. Sí, y mi | date cuenta, entonces, [R-Grb] como no había iglesia en la Algaida, tenía que ir a Archena y me llevó mi abuelo en una burra, montá. Y mis primas toas detrás y yo espatarrá en la burra [RISAS]. Y yo espatarrá en la burra. Y mi abuelo vistió a la burra muy bien con su manta bien bonica y to. Y nos, y nos fuimos a tomá la comunión y entonces me llevó a toas sus amistades y, y me dieron perras y iban tres o cuatro primas mías y dicían que a don [NP], don [NP] era el médico. «Í en ca don [NP], me dice don [NP], le dije a don [NP] que iba a hacé la comunión mi nieta y dice que fueras». Y fuimos en ca don [NP] y don [NP] me dio una peseta. Y, y llevaba en la limosnera, sí llevaba regular de perras, no es que llevara, pero a lo mejó llevaba veinte duros o eso. En aquellos tiempos. Nos metimos a la confitería y nos gastemos lo que nos sobró de comé. Entonces, le dijimos, le dijimos que nos hicieran un paquete. Entonces el abuelo tomó una pesambre que ¿pa qué? «Muchacha, que yo quería que le llevaras y que le llevaras a tu madre las perras, que dieras las perras que habías recogío». Los fuimos y nos comimos, los hartemos de dulce y lo que nos sobró le dicimos: «Hazlo un paquete». Saquemos toas las perras ahí encima.  E1 : Y lo llevaron para su casa. ¿Y qué compraron? ¿De todo? I1 : Pos monas y... micuernos y cosas. Nos dieron una bandeja asín de grande. Y bajaban mis primas más anchas que largas con la, con la bandeja de confitería: «Abuelo, mira». «Muchachas, os habréis gastao las perras, ¡será posible!» [RISAS].;en;ca;no;don + NP;NP;movimiento;;ca
